[individuals]
1
[landmarks]
677
[dimensions] 
3
[name]
S373070T_M_S
[rawpoints]
'S373070T_M_S
235.7045	-173.8464	1643.1207
235.7768	-173.111	1637.2571
238.0178	-172.1967	1629.8193
235.2801	-164.8869	1621.1304
234.1878	-164.0877	1611.831
231.7007	-157.9193	1602.6494
229.7529	-160.6485	1589.1721
229.5959	-157.6278	1581.8865
228.1983	-157.3482	1570.7964
225.7278	-154.3352	1559.3842
223.4432	-155.0514	1549.6727
220.7155	-149.5891	1538.1411
220.6783	-156.4516	1529.9847
219.5913	-149.3138	1518.5361
221.0048	-155.7788	1507.6026
218.2442	-148.0382	1495.3513
218.0267	-158.9899	1485.9367
217.4168	-149.2865	1472.1447
218.3284	-156.1489	1463.5945
218.4045	-151.7024	1447.1896
219.2827	-155.9788	1433.9461
215.0984	-150.9051	1417.0967
202.2896	-172.9249	1646.7763
200.4403	-171.4133	1641.8972
199.0716	-169.7549	1637.6738
199.2873	-163.7176	1628.5864
197.0872	-161.6121	1616.3002
197.7647	-156.6658	1608.9178
194.2883	-159.4544	1595.2865
193.4871	-155.2694	1586.3896
189.9572	-156.8927	1578.216
188.701	-152.369	1567.0103
184.7383	-155.0577	1556.9117
185.5894	-150.4196	1543.1367
180.5294	-155.0703	1535.4282
182.1516	-148.6909	1520.3744
178.7818	-156.2163	1513.2646
178.8868	-149.4531	1498.3541
175.6083	-155.0995	1488.8724
177.8047	-148.7081	1473.978
172.6117	-158.2419	1464.6262
172.1681	-151.9626	1450.5589
172.7541	-157.8573	1433.2316
175.0329	-152.7717	1420.5479
256.3438	-218.6929	1619.161
269.1212	-231.8743	1611.0324
254.4495	-259.2754	1600.707
255.1433	-267.9628	1592.1597
258.3079	-277.311	1571.2466
258.8537	-284.7145	1560.0044
269.8636	-288.0847	1543.9219
269.0555	-291.7885	1530.0762
275.7789	-295.1832	1511.1116
278.3938	-295.6901	1495.4597
291.1595	-294.1411	1478.5747
287.9806	-297.4582	1463.4972
302.72	-287.0652	1434.7693
303.9942	-287.2748	1417.7458
312.8042	-279.0703	1396.2592
321.987	-270.5836	1385.6649
323.5281	-255.6276	1362.5266
323.7429	-252.4254	1350.8346
328.8483	-238.1582	1344.9185
326.1114	-231.4097	1336.4421
326.2355	-201.462	1331.8687
324.0898	-198.3349	1324.2976
176.1591	-213.3967	1627.8042
165.1984	-223.3809	1620.6864
172.0492	-253.1239	1603.5939
167.6438	-262.139	1595.7737
160.888	-274.4115	1578.4669
155.1877	-277.6347	1567.0855
147.8776	-284.7444	1551.3775
143.7264	-287.9396	1538.315
133.9	-289.904	1518.9225
131.8208	-291.5789	1503.9101
124.642	-290.8542	1489.6676
125.7357	-294.3335	1473.9429
110.7931	-290.6199	1454.2187
103.0037	-286.7062	1438.436
85.8843	-279.7441	1414.8239
84.2301	-278.7524	1397.5147
75.7548	-261.9124	1380.4213
73.478	-258.4045	1368.0458
62.4365	-241.3163	1364.1854
62.738	-234.5188	1354.6813
62.4591	-205.157	1348.1233
60.5605	-214.4268	1333.5814
218.7726	-177.6797	1637.6674
203.5013	-235.6044	1632.5963
228.6018	-236.4862	1630.9918
203.1115	-267.9564	1597.8859
218.4105	-269.9096	1596.0886
214.5066	-256.8082	1617.2864
197.057	-269.4733	1586.837
225.4362	-271.9728	1584.577
222.2481	-284.2682	1563.0491
223.0307	-292.5923	1543.459
225.3604	-300.001	1522.041
223.4471	-303.9827	1508.6613
208.1817	-297.5433	1499.4697
188.528	-302.9793	1513.7083
186.9091	-298.8379	1529.792
190.2692	-291.6234	1547.3414
195.2659	-283.7107	1565.717
241.6786	-173.8377	1637.5231
247.1883	-172.5543	1638.0258
253.2319	-171.2343	1637.7422
258.9251	-171.14	1636.7607
263.9367	-173.233	1635.3648
267.9717	-177.161	1633.3024
269.9444	-181.5421	1631.6458
270.5401	-187.057	1629.8879
269.0132	-192.9854	1628.2528
267.3618	-198.0842	1626.6836
264.8675	-203.0917	1625.2368
261.8318	-208.0854	1623.55
258.7887	-213.0609	1622.1264
194.909	-169.7076	1643.4166
189.7037	-168.6716	1644.1092
184.3604	-168.4001	1644.0344
179.1849	-169.5295	1643.4565
174.884	-172.2746	1641.9229
171.7665	-176.0235	1639.7357
169.7601	-180.5595	1637.7381
169.2758	-185.5115	1635.8158
170.0534	-190.5369	1634.129
169.0235	-195.0102	1631.5457
167.7942	-199.4161	1628.8399
169.4688	-204.2402	1627.4974
172.4499	-208.664	1627.0362
247.0257	-163.6772	1631.1755
257.9745	-157.3621	1631.6952
270.0284	-154.948	1629.8116
281.0921	-158.3463	1626.7906
290.4904	-165.939	1624.5083
295.5155	-175.5537	1621.1133
298.17	-188.4261	1618.0134
296.1961	-200.4115	1614.8803
292.1058	-212.1148	1612.6569
287.5977	-223.6778	1610.5133
281.1492	-234.2159	1608.2043
273.1744	-243.6429	1605.7376
264.7174	-252.2429	1602.1476
188.8016	-162.118	1637.6067
179.467	-154.4862	1639.3744
167.9781	-150.791	1640.1434
156.285	-152.4395	1637.6899
146.9303	-159.7545	1635.2957
140.2716	-169.7098	1633.0669
136.6871	-180.5425	1628.8895
136.9555	-192.06	1624.9605
139.0582	-203.7004	1621.9113
142.3698	-214.9849	1618.6439
147.4955	-225.5558	1615.3318
153.6433	-235.5684	1611.9918
160.6614	-244.6537	1607.8754
245.3324	-150.6206	1613.3048
259.6951	-141.2643	1614.1162
276.573	-138.7325	1612.8761
292.481	-144.4364	1610.2068
305.0397	-155.7484	1606.9861
313.7795	-170.1228	1603.2952
317.9434	-186.3469	1599.3366
317.8168	-203.1126	1595.2933
314.8645	-219.6018	1591.1238
309.0301	-235.4147	1587.5177
299.4871	-249.5923	1585.3167
287.2396	-261.5096	1582.9846
273.6971	-270.998	1578.1118
187.1238	-149.3478	1622.1291
174.6063	-138.6764	1626.599
157.9816	-135.5305	1627.6641
141.7335	-140.6174	1626.3139
128.2026	-150.7341	1623.5737
118.3653	-164.215	1619.6652
112.5338	-179.7852	1615.4897
110.5747	-196.2673	1611.1229
111.6721	-212.7537	1606.4479
116.3212	-228.4389	1601.3035
124.4729	-243.0245	1597.3956
134.8763	-256.0154	1593.2091
146.1136	-266.6006	1586.2877
241.2532	-145.4187	1593.2518
258.1701	-136.933	1594.3816
276.8844	-134.1966	1593.4399
294.9434	-139.8215	1592.2712
309.4862	-151.5661	1589.0598
319.5822	-167.3335	1585.6035
325.8708	-184.7434	1581.1306
328.0345	-202.9114	1575.8454
